TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
server.MessageListener,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,275,0.3,2,12,105,330978,1543664911451,0.7142857142857143,111111111000000000011111110001111111111111111110000011111111111111000011111111110011,0.7692307692307693,111111111111111111000101000111111111100,1.0,11,0,0,2,2,0.8148148148148148,111111101111111111111101110000111101111101111111011111111110100110001111111111111111111111111111111101110000,1.0,,1.0,11,1.0,11,0.7692307692307693,111111111111111111000100100111111111100
